SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER100_FG,PER100_FGA,PER100_FG%,PER100_2P,PER100_2PA,PER100_2P%,PER100_3P,PER100_3PA,PER100_3P%,PER100_FT,PER100_FTA,PER100_FT%,PER100_TRB,PER100_AST,PER100_STL,PER100_BLK,PER100_TOV,PER100_PF,PER100_PTS,PER100_ORtg,PER100_DRtg,PLAYER,SPORTS_REF_ID
2017-18,Arizona,Pac-12,35,35,1172,13.7,22.4,0.612,13.1,20.7,0.635,0.6,1.7,0.343,7,9.5,0.733,20.1,2.8,1,3.3,3.4,4,35,130.3,98.8,Deandre Ayton,deandre-ayton-1
Career,Arizona,,35,35,1172,13.7,22.4,0.612,13.1,20.7,0.635,0.6,1.7,0.343,7,9.5,0.733,20.1,2.8,1,3.3,3.4,4,35,130.3,98.8,Deandre Ayton,deandre-ayton-1
2008-09,Kentucky,SEC,33,1,546,,,0.362,,,0.447,,,0.235,,,0.673,,,,,,,,,,DeAndre Liggins,deandre-liggins-1
2009-10,Kentucky,SEC,29,0,445,4.6,11,0.419,2.8,5.4,0.524,1.8,5.7,0.318,3,5,0.59,8.5,3.1,2.6,1,2.2,5.4,14,112.8,94.1,DeAndre Liggins,deandre-liggins-1
2010-11,Kentucky,SEC,38,28,1201,5.6,13.3,0.424,3.8,8.7,0.442,1.8,4.6,0.391,3.4,5.3,0.648,7.7,4.8,2.3,1.4,2.8,4.7,16.5,109.1,97,DeAndre Liggins,deandre-liggins-1
Career,Kentucky,,100,29,2192,5.4,12.7,0.407,3.5,7.7,0.455,1.8,4.9,0.332,3.3,5.2,0.643,7.9,4.3,2.4,1.3,2.6,4.9,15.8,110,96.2,DeAndre Liggins,deandre-liggins-1
2013-14,St. Joseph's,A-10,34,34,1107,7.8,17.1,0.458,5.9,11.4,0.514,2,5.7,0.346,5,8.5,0.583,8.4,5,1.8,1,4.7,4.8,22.6,101.9,103.7,DeAndre' Bembry,deandre-bembry-1
2014-15,St. Joseph's,A-10,31,31,1197,10.4,24.1,0.432,7.8,16.1,0.484,2.6,8,0.327,5.3,8.3,0.638,12.5,5.8,3.1,1.5,4.6,3.8,28.7,102.4,95.5,DeAndre' Bembry,deandre-bembry-1
2015-16,St. Joseph's,A-10,36,35,1341,10.1,21.1,0.479,8.7,15.7,0.553,1.4,5.4,0.266,5,7.6,0.657,11.8,6.8,2.2,1.3,3.1,3.7,26.6,113.1,97.7,DeAndre' Bembry,deandre-bembry-1
Career,St. Joseph's,,101,100,3645,9.5,20.8,0.457,7.5,14.5,0.52,2,6.3,0.312,5.1,8.1,0.628,11,6,2.3,1.3,4.1,4.1,26.1,106.3,98.8,DeAndre' Bembry,deandre-bembry-1
2015-16,Washington,Pac-12,34,34,1139,9.1,21.9,0.416,7.6,16.6,0.457,1.5,5.3,0.288,5,7.5,0.663,9.2,6.8,2.8,0.5,5,4.1,24.7,99.7,102.1,Dejounte Murray,dejounte-murray-1
Career,Washington,,34,34,1139,9.1,21.9,0.416,7.6,16.6,0.457,1.5,5.3,0.288,5,7.5,0.663,9.2,6.8,2.8,0.5,5,4.1,24.7,99.7,102.1,Dejounte Murray,dejounte-murray-1
2013-14,Utah,Pac-12,33,33,1202,8.7,15.5,0.561,8.1,12.8,0.633,0.6,2.7,0.222,7.6,9.6,0.793,11.2,8.7,4.1,2.1,4.2,3,25.6,125.2,90.2,Delon Wright,delon-wright-1
2014-15,Utah,Pac-12,35,35,1165,9,17.8,0.509,7.6,13.8,0.554,1.4,4,0.356,8.4,10,0.836,9.5,9.8,4,1.9,3.7,2.7,27.9,129.8,87.7,Delon Wright,delon-wright-1
Career,Utah,,68,68,2367,8.9,16.6,0.535,7.9,13.2,0.594,1,3.3,0.299,8,9.8,0.814,10.4,9.2,4.1,2,4,2.9,26.7,127.5,89,Delon Wright,delon-wright-1
2013-14,Notre Dame,ACC,30,15,666,5.2,12.3,0.42,2.8,6.7,0.423,2.3,5.6,0.417,4.3,5.5,0.78,6,5.2,1.1,0.1,3.5,5.4,17,110.2,114,Demetrius Jackson,demetrius-jackson-2
2014-15,Notre Dame,ACC,38,38,1318,8,15.7,0.508,5.4,9.7,0.557,2.6,6,0.429,3.9,5.2,0.745,6.5,5.5,2.8,0.6,2.7,3.4,22.4,124.6,104.4,Demetrius Jackson,demetrius-jackson-2
2015-16,Notre Dame,ACC,35,35,1259,9.4,21,0.451,6.8,13,0.525,2.6,8,0.331,5.5,6.8,0.813,5.9,8,2.1,0.5,3.7,3.3,27.1,117.9,112.2,Demetrius Jackson,demetrius-jackson-2
Career,Notre Dame,,103,88,3243,8,17.1,0.467,5.4,10.3,0.523,2.6,6.7,0.381,4.6,5.9,0.782,6.2,6.4,2.2,0.4,3.3,3.8,23.1,119.1,109.4,Demetrius Jackson,demetrius-jackson-2
2015-16,Louisville,ACC,22,8,267,7,15.3,0.456,5.4,10.8,0.5,1.6,4.5,0.35,4.5,6.1,0.741,10.4,3.2,1.4,0.2,5.9,5.2,20.1,97,95.4,Deng Adel,deng-adel-1
2016-17,Louisville,ACC,33,30,993,8.3,19.6,0.422,5.7,12.2,0.469,2.6,7.5,0.346,4.4,5.6,0.771,8.6,4.1,1.2,0.7,2.6,3.6,23.5,113.5,99.7,Deng Adel,deng-adel-1
2017-18,Louisville,ACC,34,33,1126,9.1,20.2,0.448,6.5,12.9,0.504,2.5,7.3,0.35,5.2,6.7,0.786,9,4.8,1.1,0.6,3.9,2.5,25.9,108.4,103.6,Deng Adel,deng-adel-1
Career,Louisville,,89,71,2386,8.5,19.5,0.438,6.1,12.4,0.489,2.5,7.1,0.348,4.8,6.2,0.776,9,4.3,1.1,0.6,3.6,3.2,24.3,109.2,101.1,Deng Adel,deng-adel-1
2016-17,NC State,ACC,32,32,1114,9.5,21,0.455,6.8,13.3,0.509,2.7,7.6,0.359,7.1,10,0.715,7.3,9.8,3.1,0.7,5.4,3.3,29,112.2,109.1,Dennis Smith,dennis-smithjr-1
Career,NC State,,32,32,1114,9.5,21,0.455,6.8,13.3,0.509,2.7,7.6,0.359,7.1,10,0.715,7.3,9.8,3.1,0.7,5.4,3.3,29,112.2,109.1,Dennis Smith,dennis-smithjr-1
2012-13,Michigan State,Big Ten,36,15,749,5.7,12.8,0.445,4.4,8.1,0.541,1.3,4.7,0.281,2.1,3.2,0.667,12.3,7.2,2.3,1,5.9,5.6,14.9,95.2,92.3,Denzel Valentine,denzel-valentine-1
2013-14,Michigan State,Big Ten,38,32,1116,5.9,14.4,0.408,3.5,8.2,0.43,2.3,6.2,0.377,2.4,3.5,0.677,12.4,7.8,2,0.7,3.7,5.3,16.5,108.5,98.9,Denzel Valentine,denzel-valentine-1
2014-15,Michigan State,Big Ten,39,39,1295,9.7,21.8,0.443,4.7,9.8,0.475,5,12,0.416,3.5,4.2,0.826,12,8.2,1.7,0.4,4.5,4.2,27.8,115.7,98.6,Denzel Valentine,denzel-valentine-1
2015-16,Michigan State,Big Ten,31,30,1022,12,26,0.462,5.9,12.3,0.481,6.1,13.7,0.444,4.7,5.6,0.853,13.6,14.1,1.9,0.4,5,3,34.8,127.2,94,Denzel Valentine,denzel-valentine-1
Career,Michigan State,,144,116,4182,8.5,19.2,0.442,4.6,9.7,0.476,3.9,9.6,0.408,3.3,4.2,0.779,12.6,9.4,1.9,0.6,4.7,4.5,24.2,114.8,96.4,Denzel Valentine,denzel-valentine-1
2013-14,Marquette,Big East,32,3,402,13.1,27.3,0.478,12.5,26.1,0.477,0.6,1.2,0.5,6.6,10.2,0.647,10.4,2.6,5.3,2.1,4.2,8.7,33.3,104.1,94.2,Deonte Burton,deonte-burton-2
2014-15,Marquette,Big East,8,0,129,8.2,17.3,0.472,6.2,12.5,0.5,1.9,4.8,0.4,6.2,8.2,0.765,5.3,1,4.8,1.4,5.3,7.7,24.5,97.5,101.9,Deonte Burton,deonte-burton-2
2015-16,Iowa State,Big 12,26,7,488,11.1,20.8,0.533,9,16.5,0.549,2.1,4.4,0.474,4.6,7.2,0.635,11.6,3.1,2.7,1.8,3.6,7.2,28.9,115.2,101.5,Deonte Burton,deonte-burton-2
2016-17,Iowa State,Big 12,35,35,1034,11.1,24.4,0.456,8.8,18.3,0.483,2.3,6.1,0.375,4.3,6.4,0.675,12,3.4,3.3,2.7,4.4,5.8,28.9,101,95.4,Deonte Burton,deonte-burton-2
Career,Overall,,101,45,2053,11.3,23.7,0.478,9.4,19,0.496,1.9,4.7,0.405,4.9,7.4,0.664,11.2,3,3.6,2.3,4.2,6.8,29.5,104.6,97.1,Deonte Burton,deonte-burton-2
2008-09,Miami (FL),ACC,32,,353,,,0.337,,,0.376,,,0.077,,,0.633,,,,,,,,,,DeQuan Jones,dequan-jones-1
2009-10,Miami (FL),ACC,28,20,466,8.3,15.6,0.533,7.6,12.3,0.615,0.8,3.3,0.231,3.1,4.6,0.667,7.7,1.9,1.9,2.1,5.1,4,20.5,97.3,99.1,DeQuan Jones,dequan-jones-1
2010-11,Miami (FL),ACC,28,10,389,8.1,19.4,0.419,8,17.5,0.455,0.2,1.9,0.083,3.4,5.6,0.611,10.9,2.2,2.2,1.9,5,5,19.8,90,102,DeQuan Jones,dequan-jones-1
2011-12,Miami (FL),ACC,23,2,398,7.9,17.5,0.451,7.6,16.2,0.467,0.3,1.2,0.25,4.8,7.7,0.62,12.8,1.4,2,1.7,3.2,5.9,20.9,101.6,99.4,DeQuan Jones,dequan-jones-1
Career,Miami (FL),,111,32,1606,8.1,17.4,0.44,7.7,15.1,0.48,0.4,2.2,0.169,3.7,5.9,0.632,10.3,1.8,2,1.9,4.5,4.9,20.4,96.1,100.1,DeQuan Jones,dequan-jones-1
2015-16,UNLV,MWC,30,15,646,10.8,18.3,0.589,10.1,15.1,0.672,0.7,3.3,0.205,6.6,11.1,0.594,11.2,2,2.3,3.3,3,7.8,28.9,118.6,96.3,Derrick Jones,derrick-jonesjr-1
Career,UNLV,,30,15,646,10.8,18.3,0.589,10.1,15.1,0.672,0.7,3.3,0.205,6.6,11.1,0.594,11.2,2,2.3,3.3,3,7.8,28.9,118.6,96.3,Derrick Jones,derrick-jonesjr-1
2013-14,Michigan,Big Ten,37,36,989,5.9,13.7,0.429,3.1,6.9,0.449,2.8,6.8,0.41,4.5,5.6,0.793,7.3,6.9,1.4,0.1,3.6,4.1,19,114.7,107.1,Derrick Walton,derrick-walton-1
2014-15,Michigan,Big Ten,19,19,633,5.7,16.6,0.346,2.7,8.1,0.333,3,8.4,0.358,6.8,8.1,0.833,9.3,5.9,2.4,0.1,3.6,3.4,21.2,105,102.3,Derrick Walton,derrick-walton-1
2015-16,Michigan,Big Ten,33,33,1108,6.3,16.7,0.377,2.9,7.8,0.366,3.5,8.9,0.387,5,6.1,0.813,9.9,8.1,3.2,0.2,3.7,3.5,21.1,109.9,99.6,Derrick Walton,derrick-walton-1
2016-17,Michigan,Big Ten,38,37,1323,8.1,18.6,0.436,3.5,7.6,0.456,4.6,11,0.422,7.1,8.1,0.876,8.6,9,2,0,3.1,3.1,27.9,128.8,104.2,Derrick Walton,derrick-walton-1
Career,Michigan,,127,125,4053,6.7,16.6,0.404,3.1,7.6,0.409,3.6,9,0.401,5.8,6.9,0.837,8.7,7.8,2.3,0.1,3.5,3.5,22.8,117,103.3,Derrick Walton,derrick-walton-1
2016-17,Colorado,Pac-12,34,32,1116,10.7,21,0.507,7.7,13.5,0.569,3,7.5,0.396,7.7,9.5,0.813,7.2,7.7,2.2,2.5,4.2,3.7,32,124.9,104,Derrick White,derrick-white-1
Career,Colorado,,34,32,1116,10.7,21,0.507,7.7,13.5,0.569,3,7.5,0.396,7.7,9.5,0.813,7.2,7.7,2.2,2.5,4.2,3.7,32,124.9,104,Derrick White,derrick-white-1
2009-10,Arizona,Pac-10,31,30,875,10.8,18.8,0.574,10.6,17.8,0.594,0.3,1.1,0.25,10.6,15.5,0.681,14.6,1.5,1.3,1.3,4,5.2,32.5,119.2,102.2,Derrick Williams,derrick-williams-2
2010-11,Arizona,Pac-10,38,38,1141,11.8,19.9,0.595,9.6,16,0.601,2.2,3.9,0.568,12.9,17.4,0.746,16.5,2.3,1.9,1.4,5.2,5.6,38.8,128.8,97.3,Derrick Williams,derrick-williams-2
Career,Arizona,,69,68,2016,11.4,19.4,0.586,10,16.8,0.598,1.4,2.6,0.511,11.9,16.5,0.719,15.7,1.9,1.6,1.4,4.7,5.4,36,124.8,99.5,Derrick Williams,derrick-williams-2
2014-15,Illinois State,MVC,28,18,734,10,23.6,0.424,7.5,16,0.468,2.6,7.7,0.333,7.7,10,0.771,13.4,3.1,2.4,0.4,4.6,4.4,30.3,109.6,95.9,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1
2015-16,Illinois State,MVC,32,30,895,10.4,24,0.431,9.1,19.2,0.474,1.3,4.8,0.26,7.8,10.9,0.715,10.4,4,2,0.9,5.7,4.1,29.8,98.7,98.8,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1
Career,Illinois State,,60,48,1629,10.2,23.9,0.428,8.4,17.8,0.472,1.8,6.1,0.301,7.8,10.5,0.739,11.7,3.6,2.2,0.7,5.2,4.2,30,103.1,97.5,DeVaughn Akoon-Purcell,devaughn-akoon-purcell-1
2014-15,Kentucky,SEC,38,0,816,10.4,22.1,0.47,5.9,11.2,0.527,4.5,10.8,0.411,4.1,4.9,0.828,5.8,3.2,1.3,0.2,2.8,4.5,29.3,123.1,92.2,Devin Booker,devin-booker-2
Career,Kentucky,,38,0,816,10.4,22.1,0.47,5.9,11.2,0.527,4.5,10.8,0.411,4.1,4.9,0.828,5.8,3.2,1.3,0.2,2.8,4.5,29.3,123.1,92.2,Devin Booker,devin-booker-2
2014-15,Florida,SEC,33,18,628,7.9,19.7,0.402,5.8,11.4,0.509,2.1,8.3,0.256,3.6,5.6,0.636,9.3,2.3,1.7,1.3,3.1,5.8,21.5,98,97.4,Devin Robinson,devin-robinson-1
2015-16,Florida,SEC,36,18,833,7.8,17.1,0.458,5.3,9.8,0.545,2.5,7.3,0.34,4,5.3,0.756,13.8,1.2,1.2,1.4,2,6,22.1,118.2,98.3,Devin Robinson,devin-robinson-1
2016-17,Florida,SEC,36,35,952,8.5,17.9,0.475,5.9,11.3,0.524,2.6,6.6,0.391,4.4,6.1,0.723,13.2,1.4,1.9,1.7,2.3,4.9,24,118.7,93.6,Devin Robinson,devin-robinson-1
Career,Florida,,105,71,2413,8.1,18,0.45,5.7,10.8,0.527,2.4,7.2,0.336,4.1,5.7,0.714,12.5,1.5,1.6,1.5,2.4,5.5,22.7,113.1,96.2,Devin Robinson,devin-robinson-1
2014-15,Kansas,Big 12,29,0,517,5.3,13.6,0.393,3.4,8.9,0.377,2,4.6,0.425,6.4,8.8,0.724,5,7.1,2.9,0,3.8,5.1,19,109.7,100.6,Devonte' Graham,devonte-graham-1
2015-16,Kansas,Big 12,38,36,1238,6.7,14.5,0.46,3.2,6.6,0.483,3.5,7.9,0.441,3.1,4.2,0.744,5.9,6.5,2.5,0.2,3,3.8,19.9,120.7,98.6,Devonte' Graham,devonte-graham-1
2016-17,Kansas,Big 12,36,36,1269,6.9,16.2,0.428,2.8,5.5,0.504,4.2,10.7,0.388,3.2,4.1,0.793,4.9,6.6,2.4,0.3,2.8,2.5,21.2,121.9,103.5,Devonte' Graham,devonte-graham-1
2017-18,Kansas,Big 12,39,39,1474,7.7,19.2,0.4,3.4,8.8,0.392,4.2,10.5,0.406,6.4,7.8,0.827,6.1,10.9,2.4,0.1,4.2,2.2,26,120.2,105.1,Devonte' Graham,devonte-graham-1
Career,Kansas,,142,111,4498,6.9,16.4,0.422,3.2,7.3,0.437,3.8,9.2,0.409,4.6,5.8,0.787,5.6,8,2.5,0.2,3.4,3,22.2,119.7,102.4,Devonte' Graham,devonte-graham-1
2010-11,Iowa,Big Ten,31,6,593,6.6,17.5,0.379,5.5,13.4,0.414,1.1,4.1,0.268,3.5,6.6,0.53,7.4,4.1,2.1,0.2,3.4,4.1,17.9,91.4,103.4,Devyn Marble,roy-devyn-marble-1
2011-12,Iowa,Big Ten,35,27,1031,7.9,18.2,0.436,6.7,15,0.445,1.3,3.2,0.393,5.8,8,0.723,7.6,7.2,3,0.8,3.5,3.2,22.9,110.9,107.7,Devyn Marble,roy-devyn-marble-1
2012-13,Iowa,Big Ten,37,37,1130,9.4,22.8,0.409,6.7,14.9,0.454,2.6,8,0.327,8.1,10,0.81,7.8,6,2.2,0.5,4.3,2.7,29.4,110.3,97.4,Devyn Marble,roy-devyn-marble-1
2013-14,Iowa,Big Ten,33,33,995,10.5,25.1,0.42,7.5,16.5,0.456,3,8.6,0.349,8.2,11.4,0.714,6.1,6.8,3.5,0.4,3.3,3.7,32.2,116.2,100.8,Devyn Marble,roy-devyn-marble-1
Career,Iowa,,136,103,3749,8.9,21.3,0.415,6.7,15.1,0.447,2.1,6.2,0.338,6.8,9.3,0.726,7.2,6.2,2.8,0.5,3.6,3.3,26.6,109.8,102.1,Devyn Marble,roy-devyn-marble-1
2011-12,USC,Pac-12,20,20,465,9.2,16.7,0.551,9.2,16.5,0.556,0,0.1,0,3.1,5.8,0.537,15.4,0.8,2,2.7,4.1,9,21.5,100.7,95,Dewayne Dedmon,dewayne-dedmon-1
2012-13,USC,Pac-12,31,29,691,7.6,15.2,0.5,7.6,14.9,0.509,0,0.3,0,2.8,4.1,0.681,18.6,1.6,2.9,5.7,4.2,8,18,98.2,89.8,Dewayne Dedmon,dewayne-dedmon-1
Career,USC,,51,49,1156,8.2,15.8,0.52,8.2,15.5,0.528,0,0.2,0,2.9,4.7,0.614,17.4,1.3,2.6,4.6,4.2,8.4,19.3,99.2,91.7,Dewayne Dedmon,dewayne-dedmon-1
2015-16,Michigan State,Big Ten,35,16,650,10.9,18.3,0.598,10.9,18.3,0.598,0,0,,2.1,3.5,0.605,17.6,2.4,0.8,5.9,2.8,7.4,24,121.4,90.9,Deyonta Davis,deyonta-davis-1
Career,Michigan State,,35,16,650,10.9,18.3,0.598,10.9,18.3,0.598,0,0,,2.1,3.5,0.605,17.6,2.4,0.8,5.9,2.8,7.4,24,121.4,90.9,Deyonta Davis,deyonta-davis-1
2015-16,Maryland,Big Ten,35,22,807,12.3,21.6,0.568,12.3,21.6,0.568,0,0,,7.5,9.8,0.761,13.8,1.1,1.3,4,3.9,5.9,32,118.3,97.9,Diamond Stone,diamond-stone-1
Career,Maryland,,35,22,807,12.3,21.6,0.568,12.3,21.6,0.568,0,0,,7.5,9.8,0.761,13.8,1.1,1.3,4,3.9,5.9,32,118.3,97.9,Diamond Stone,diamond-stone-1
2007-08,Iowa State,Big 12,32,4,711,,,0.351,,,0.387,,,0.22,,,0.699,,,,,,,,,,Diante Garrett,diante-garrett-1
2008-09,Iowa State,Big 12,32,32,1054,,,0.407,,,0.448,,,0.22,,,0.707,,,,,,,,,,Diante Garrett,diante-garrett-1
2009-10,Iowa State,Big 12,32,32,1012,6.4,14.7,0.438,5.4,11.6,0.461,1.1,3.1,0.352,2.9,4.1,0.694,4.6,9.3,2.3,0.4,4.7,3.6,16.8,101.3,103,Diante Garrett,diante-garrett-1
2010-11,Iowa State,Big 12,32,31,1175,10.3,24.9,0.413,7.5,16,0.465,2.8,8.9,0.319,3.2,3.9,0.825,5.7,9.4,2.6,0.3,5.1,2.6,26.6,101.7,100.6,Diante Garrett,diante-garrett-1
Career,Iowa State,,128,99,3952,8.5,20.3,0.407,6.5,14,0.447,2,6.2,0.297,3,4,0.729,5.2,9.4,2.5,0.4,4.9,3.1,22.1,101.5,101.7,Diante Garrett,diante-garrett-1
2014-15,Oregon,Pac-12,36,33,1020,8.6,19,0.456,7,14.2,0.496,1.6,4.8,0.337,4.9,5.9,0.825,10.1,3.7,1,1.2,4.2,6.4,23.8,107.9,106.3,Dillon Brooks,dillon-brooks-1
2015-16,Oregon,Pac-12,38,38,1247,10.6,22.7,0.47,8.4,16.1,0.523,2.2,6.5,0.338,5.8,7.1,0.806,9.5,5.5,1.8,0.7,4.1,5.2,29.3,116.1,102.6,Dillon Brooks,dillon-brooks-1
2016-17,Oregon,Pac-12,35,27,886,13.5,27.7,0.488,9.8,18.4,0.532,3.7,9.3,0.401,6.2,8.3,0.754,7.4,6.2,2.5,1,4.7,6.4,37,116.2,98.2,Dillon Brooks,dillon-brooks-1
Career,Oregon,,109,98,3153,10.8,22.9,0.472,8.4,16.1,0.518,2.4,6.8,0.362,5.6,7.1,0.794,9.1,5.1,1.8,0.9,4.3,5.9,29.7,113.8,102.5,Dillon Brooks,dillon-brooks-1
2010-11,Syracuse,Big East,34,0,554,8.5,20.8,0.411,5.5,11.5,0.476,3.1,9.3,0.329,4.3,5.2,0.813,5.8,5.5,4.2,0.4,3.3,5,24.4,110.7,96.6,Dion Waiters,dion-waiters-1
2011-12,Syracuse,Big East,37,0,891,11.7,24.6,0.476,8.9,16.8,0.529,2.8,7.8,0.363,5.9,8.1,0.729,5.9,6.3,4.6,0.8,3.3,4.8,32.2,118.6,93.9,Dion Waiters,dion-waiters-1
Career,Syracuse,,71,0,1445,10.5,23.1,0.453,7.6,14.7,0.513,2.9,8.4,0.348,5.3,7,0.753,5.8,6,4.4,0.7,3.3,4.9,29.2,115.8,95,Dion Waiters,dion-waiters-1
2014-15,Gonzaga,WCC,38,1,822,10.8,16.2,0.668,10.8,16.2,0.668,0,0,,5.9,8.9,0.664,20,2.5,1.3,0.9,4.4,7.8,27.6,123.9,91.3,Domantas Sabonis,domantas-sabonis-1
2015-16,Gonzaga,WCC,36,31,1149,12.2,20,0.611,12,19.3,0.621,0.3,0.7,0.357,7.7,10,0.769,21.8,3.3,1.1,1.6,4.7,5.9,32.3,124.6,91.2,Domantas Sabonis,domantas-sabonis-1
Career,Gonzaga,,74,32,1971,11.7,18.4,0.632,11.5,18,0.638,0.2,0.4,0.357,6.9,9.5,0.729,21.1,2.9,1.2,1.3,4.6,6.6,30.4,124.4,91.3,Domantas Sabonis,domantas-sabonis-1
2015-16,Louisville,ACC,31,5,591,8.6,19.4,0.442,6.7,12,0.559,1.8,7.3,0.25,4.4,5.8,0.754,10.6,5.3,2.5,0.3,3.1,7.9,23.3,116,93.3,Donovan Mitchell,donovan-mitchell-1
2016-17,Louisville,ACC,34,33,1098,9.6,23.6,0.408,5.4,11.6,0.463,4.3,12,0.354,4.6,5.7,0.806,8.8,4.9,3.7,0.9,3,4.7,28.1,116.3,94.1,Donovan Mitchell,donovan-mitchell-1
Career,Louisville,,65,38,1689,9.3,22.2,0.418,5.8,11.7,0.497,3.4,10.4,0.329,4.5,5.8,0.788,9.4,5.1,3.3,0.7,3,5.8,26.5,116.2,93.9,Donovan Mitchell,donovan-mitchell-1
2015-16,Villanova,Big East,9,1,74,4.8,16.9,0.286,2.4,3.2,0.75,2.4,13.6,0.176,0,0,,12.8,3.2,3.2,0,5.6,8,12,82.2,95.7,Donte DiVincenzo,donte-divincenzo-1
2016-17,Villanova,Big East,36,1,919,7.2,15.5,0.466,4.4,7.9,0.563,2.8,7.6,0.365,3.8,5.5,0.699,9.1,4,2.2,0.7,3.4,3.8,21.1,114.8,97.9,Donte DiVincenzo,donte-divincenzo-1
2017-18,Villanova,Big East,40,10,1170,9.2,19,0.481,5,8.7,0.575,4.1,10.3,0.401,3.7,5.2,0.71,9.3,6.8,2,0.4,3.8,4,26.2,121.3,101.3,Donte DiVincenzo,donte-divincenzo-1
Career,Villanova,,85,12,2163,8.2,17.5,0.469,4.7,8.2,0.573,3.5,9.3,0.378,3.6,5.2,0.705,9.3,5.5,2.1,0.5,3.7,4.1,23.6,117.5,99.7,Donte DiVincenzo,donte-divincenzo-1
2014-15,Clemson,ACC,31,31,918,7.1,19,0.372,4.2,8.8,0.48,2.8,10.2,0.279,2,3.7,0.547,9.9,3.6,1.9,2.2,3.7,3.2,19,95.6,99.9,Donte Grantham,donte-grantham-1
2015-16,Clemson,ACC,31,31,1010,6.7,17.5,0.384,3.2,7.7,0.423,3.5,9.8,0.354,2.7,3.2,0.846,7.8,4.5,1.9,0.9,2.7,3.8,19.7,108.1,103.7,Donte Grantham,donte-grantham-1
2016-17,Clemson,ACC,33,32,915,5.8,15.2,0.383,3.4,7.6,0.441,2.5,7.6,0.325,1.5,2,0.742,9.2,3.3,1.6,1.4,2.6,2.8,15.6,102.5,107.9,Donte Grantham,donte-grantham-1
2017-18,Clemson,ACC,19,19,605,10,17.8,0.56,7.4,11.7,0.633,2.5,6.1,0.419,3.8,4.9,0.78,12.8,4.4,1.5,1.7,3.1,3.7,26.3,125.2,97.1,Donte Grantham,donte-grantham-1
Career,Clemson,,114,113,3448,7.2,17.3,0.414,4.3,8.7,0.494,2.9,8.6,0.333,2.4,3.3,0.726,9.6,3.9,1.7,1.5,3,3.4,19.6,106.7,102.7,Donte Grantham,donte-grantham-1
2011-12,Virginia Tech,ACC,33,30,957,4.6,13.8,0.332,2.9,9.1,0.314,1.7,4.7,0.366,3,5.1,0.584,15.4,4.1,1.6,1.5,3.8,5.9,13.9,95.1,97.7,Dorian Finney-Smith,dorian-finney-smith-1
2013-14,Florida,SEC,37,2,950,7,18.9,0.371,4.4,10.1,0.437,2.6,8.8,0.295,5,7.7,0.643,16.5,5.1,1.1,1.1,4.1,5.4,21.6,106.2,92.9,Dorian Finney-Smith,dorian-finney-smith-1
2014-15,Florida,SEC,28,23,782,11.2,23.6,0.472,7.2,14.3,0.503,4,9.4,0.426,3.6,6.1,0.587,14.2,3.6,2.6,2,4.4,6,29.9,109.9,93.4,Dorian Finney-Smith,dorian-finney-smith-1
2015-16,Florida,SEC,36,36,1145,8.4,19.3,0.437,4.9,9.7,0.505,3.5,9.6,0.368,6,8.2,0.733,15,3.7,1.6,1.4,3.4,3.9,26.4,116.7,96.8,Dorian Finney-Smith,dorian-finney-smith-1
Career,Overall,,134,91,3834,7.7,18.7,0.411,4.7,10.5,0.449,3,8.2,0.362,4.6,6.9,0.657,15.3,4.1,1.7,1.5,3.8,5.1,22.9,108.3,95.4,Dorian Finney-Smith,dorian-finney-smith-1
2010-11,Kentucky,SEC,38,14,1078,9,18.2,0.497,5.2,10.3,0.505,3.8,7.9,0.486,4.4,5.6,0.79,4.2,3.5,1.2,0.3,2.8,4.8,26.3,125,103.4,Doron Lamb,doron-lamb-1
2011-12,Kentucky,SEC,40,35,1249,8.4,17.8,0.474,4.8,9.9,0.481,3.7,7.9,0.466,5.9,7.2,0.826,5.2,2.9,0.9,0.1,2.1,3.5,26.5,131.1,101,Doron Lamb,doron-lamb-1
Career,Kentucky,,78,49,2327,8.7,18,0.485,5,10.1,0.492,3.7,7.9,0.475,5.2,6.5,0.811,4.7,3.2,1.1,0.2,2.4,4.1,26.4,128.2,102.1,Doron Lamb,doron-lamb-1
2010-11,Creighton,MVC,39,39,1133,12.2,23.3,0.525,9.6,16.9,0.571,2.6,6.5,0.405,5.2,7,0.746,15.6,2.5,0.6,0.2,4.8,4.5,32.3,112.4,104,Doug McDermott,doug-mcdermott-1
2011-12,Creighton,MVC,35,35,1117,16.3,27.2,0.601,13.5,21.3,0.633,2.9,5.9,0.486,7.1,8.9,0.796,15.3,2,0.4,0.2,4.2,3.2,42.6,126.7,105.3,Doug McDermott,doug-mcdermott-1
2012-13,Creighton,MVC,36,36,1138,15.4,28,0.548,11.2,19.5,0.573,4.2,8.5,0.49,10.2,11.7,0.875,14.9,3.1,0.4,0.1,5,3,45.1,124.6,98.8,Doug McDermott,doug-mcdermott-1
2013-14,Creighton,Big East,35,35,1181,17.1,32.5,0.526,12.1,21.4,0.567,5,11.1,0.449,9.2,10.7,0.864,12.7,2.9,0.4,0.3,3.2,3.5,48.4,127.4,106,Doug McDermott,doug-mcdermott-1
