SEASON,SCHOOL,CONFERENCE,G,GS,MP,PER40_FG,PER40_FGA,PER40_FG%,PER40_2P,PER40_2PA,PER40_2P%,PER40_3P,PER40_3PA,PER40_3P%,PER40_FT,PER40_FTA,PER40_FT%,PER40_TRB,PER40_AST,PER40_STL,PER40_BLK,PER40_TOV,PER40_PF,PER40_PTS,PLAYER,SPORTS_REF_ID
2016-17,Xavier,Big East,21,20,696,5.8,12.1,0.479,5.1,9.6,0.533,0.7,2.5,0.273,5.7,7.8,0.735,5.2,6,1.6,0.9,3.3,2.9,18,Edmond Sumner,edmond-sumner-1
Career,Xavier,,58,49,1541,5.3,12.4,0.429,4.4,9,0.483,1,3.4,0.285,5.6,7.7,0.73,5.2,5.8,1.8,0.6,3.3,3.4,17.2,Edmond Sumner,edmond-sumner-1
1996-97,Oklahoma,Big 12,30,,739,3.9,9.6,0.404,3.7,8.8,0.423,0.2,0.8,0.2,3.5,5,0.696,9,1.7,2.1,0.9,1.9,4.7,11.4,Eduardo Najera,eduardo-najera-1
1997-98,Oklahoma,Big 12,30,,,,,0.425,,,0.459,,,0.265,,,0.634,,,,,,,,Eduardo Najera,eduardo-najera-1
1998-99,Oklahoma,Big 12,32,,1100,6.8,16.4,0.415,4.9,11,0.45,1.9,5.4,0.342,2.5,4,0.642,9.7,2.5,2.1,1,3,3.2,18,Eduardo Najera,eduardo-najera-1
1999-00,Oklahoma,Big 12,34,,1162,8.1,17.7,0.455,7.4,14.9,0.5,0.6,2.8,0.22,4.8,7,0.688,10.8,2.5,2,0.9,2.8,3.3,21.5,Eduardo Najera,eduardo-najera-1
Career,Oklahoma,,126,,3001,8.2,19,0.43,7,15,0.467,1.1,3.9,0.288,4.5,6.7,0.669,12.1,2.9,2.6,1.2,2.7,3.6,21.9,Eduardo Najera,eduardo-najera-1
2006-07,Siena,MAAC,32,26,901,7.1,14.3,0.495,6.3,11.2,0.557,0.8,3.1,0.271,1.7,2.4,0.717,5.7,3.3,1.4,0.9,3.2,1.4,16.7,Edwin Ubiles,edwin-ubiles-1
2007-08,Siena,MAAC,34,33,1130,8.2,15.5,0.526,7,12.7,0.55,1.2,2.9,0.42,2.9,4.1,0.704,5.2,2,1.5,1.2,1.9,1.7,20.4,Edwin Ubiles,edwin-ubiles-1
2008-09,Siena,MAAC,35,34,1174,7.1,14.4,0.493,6.4,12.1,0.528,0.7,2.3,0.309,3,4.8,0.636,5.9,2.6,1.8,1.2,3.1,1.6,17.9,Edwin Ubiles,edwin-ubiles-1
2009-10,Siena,MAAC,30,28,926,8.1,17.2,0.472,6.9,14,0.489,1.3,3.2,0.397,2.3,3.5,0.659,4.8,2.9,1.4,0.3,2.5,1.6,19.8,Edwin Ubiles,edwin-ubiles-1
Career,Siena,,131,121,4131,7.6,15.3,0.497,6.6,12.5,0.53,1,2.8,0.353,2.5,3.8,0.672,5.4,2.6,1.5,0.9,2.7,1.6,18.8,Edwin Ubiles,edwin-ubiles-1
2006-07,Michigan,Big Ten,35,7,710,4.3,9.1,0.469,4.3,9,0.478,0,0.2,0,1.4,2.3,0.585,7.8,1.6,1.3,3.8,1.6,3.7,9.9,Ekpe Udoh,ekpe-udoh-1
2007-08,Michigan,Big Ten,32,24,832,3.7,8.4,0.437,3.4,7.6,0.443,0.3,0.8,0.375,1.6,2.7,0.589,7.7,1.4,1.3,4.4,1.7,3.7,9.2,Ekpe Udoh,ekpe-udoh-1
2009-10,Baylor,Big 12,36,36,1264,6,12.3,0.49,5.8,11.5,0.505,0.2,0.8,0.269,3.5,5.1,0.685,11.1,3.1,0.9,4.2,2.8,2.8,15.8,Ekpe Udoh,ekpe-udoh-1
Career,Overall,,103,67,2806,4.9,10.3,0.472,4.7,9.7,0.485,0.2,0.6,0.289,2.4,3.7,0.649,9.3,2.2,1.1,4.2,2.2,3.3,12.4,Ekpe Udoh,ekpe-udoh-1
2011-12,Louisiana,Sun Belt,32,11,726,4.2,9.5,0.448,4.2,9,0.47,0,0.4,0,4.1,7.3,0.564,6.3,5.3,2,0.5,5.3,3.7,12.6,Elfrid Payton,elfrid-payton-1
2012-13,Louisiana,Sun Belt,33,33,1171,6.4,13.5,0.475,5.8,11.8,0.497,0.5,1.7,0.32,4.6,7.2,0.643,6.3,6.2,2.7,0.7,3.9,2.6,17.9,Elfrid Payton,elfrid-payton-1
2013-14,Louisiana,Sun Belt,35,34,1258,7.5,14.8,0.509,7.1,13.1,0.541,0.4,1.7,0.259,5.9,9.6,0.609,6.7,6.6,2.5,0.7,4,2.6,21.4,Elfrid Payton,elfrid-payton-1
Career,Louisiana,,100,78,3155,6.4,13.1,0.485,6,11.7,0.512,0.4,1.4,0.268,5,8.2,0.611,6.4,6.2,2.5,0.6,4.3,2.9,18.1,Elfrid Payton,elfrid-payton-1
2009-10,Gonzaga,WCC,34,34,998,7.2,13.2,0.547,6.3,11.1,0.565,0.9,2,0.451,5,7.4,0.676,9.7,1.5,1.3,0.6,2.6,3.5,20.4,Elias Harris,elias-harris-1
2010-11,Gonzaga,WCC,34,33,884,7,13.5,0.517,6.2,11.2,0.551,0.8,2.3,0.353,4.3,5.6,0.772,9.2,2,1,0.5,2.7,3.3,19,Elias Harris,elias-harris-1
2011-12,Gonzaga,WCC,33,33,959,6.8,13.6,0.502,5.6,10.6,0.525,1.2,2.9,0.414,3.3,4.8,0.672,11.7,1.7,1.3,1,2.4,2.6,18.1,Elias Harris,elias-harris-1
2012-13,Gonzaga,WCC,34,33,944,7.2,14.3,0.501,6.8,12.3,0.555,0.3,2,0.17,6.3,8.2,0.768,10.7,2.2,1.7,0.8,2.5,2.8,21,Elias Harris,elias-harris-1
Career,Gonzaga,,135,133,3785,7,13.6,0.517,6.2,11.3,0.55,0.8,2.3,0.356,4.7,6.5,0.723,10.3,1.9,1.3,0.8,2.6,3.1,19.6,Elias Harris,elias-harris-1
2006-07,Louisiana,Sun Belt,23,18,579,7.7,16.9,0.455,6.9,14.9,0.463,0.8,1.9,0.393,3.6,6.8,0.531,11.6,1.5,2.1,0.8,4.4,5,19.7,Elijah Millsap,elijah-millsap-1
2007-08,Louisiana,Sun Belt,30,22,659,5.7,15.5,0.367,4.5,11.6,0.387,1.2,3.9,0.308,4.5,7.7,0.583,9.8,2.5,2.7,0.5,5,4.1,17.1,Elijah Millsap,elijah-millsap-1
2009-10,Alabama-Birmingham,CUSA,34,34,1124,6.5,14.9,0.435,5.8,12.1,0.481,0.7,2.8,0.241,5.8,8.4,0.695,11.5,2.1,2,0.4,4.2,4,19.5,Elijah Millsap,elijah-millsap-1
Career,Overall,,87,74,2362,6.6,15.5,0.422,5.7,12.6,0.452,0.8,2.9,0.291,4.9,7.8,0.629,11.1,2.1,2.2,0.5,4.5,4.2,18.9,Elijah Millsap,elijah-millsap-1
2008-09,Duke,ACC,34,12,563,4,9,0.441,3.3,6.5,0.516,0.6,2.6,0.25,1.6,3.3,0.5,5.5,1.6,1.5,0.1,2.1,4.1,10.2,Elliot Williams,elliot-williams-1
2009-10,Memphis,CUSA,34,34,1133,6.3,13.7,0.459,4.2,7.9,0.527,2.1,5.8,0.366,6.8,9,0.758,4.8,4.5,1.6,0.1,3.5,2.4,21.5,Elliot Williams,elliot-williams-1
Career,Overall,,68,46,1696,5.5,12.1,0.454,3.9,7.4,0.524,1.6,4.7,0.345,5.1,7.1,0.719,5,3.6,1.6,0.1,3,3,17.8,Elliot Williams,elliot-williams-1
1997-98,Duke,ACC,21,,,,,0.592,,,0.592,,,,,,0.604,,,,,,,,Elton Brand,elton-brand-1
1998-99,Duke,ACC,39,,1141,8.9,14.4,0.62,8.9,14.4,0.62,0,0,,6.3,9,0.707,13.4,1.4,1.7,3,2.3,3.4,24.2,Elton Brand,elton-brand-1
Career,Duke,,60,,1141,12.4,20.3,0.612,12.4,20.3,0.612,0,0,,9.2,13.7,0.672,18.8,1.8,2.8,4,2.3,3.4,34.1,Elton Brand,elton-brand-1
2001-02,UConn,Big East,34,34,1021,4.1,7,0.59,4.1,7,0.59,0,0,,2.2,3.6,0.62,12,1.1,1,5.4,1.8,3.4,10.5,Emeka Okafor,emeka-okafor-1
2002-03,UConn,Big East,33,33,1087,8.1,14,0.58,8.1,14,0.58,0,0,,3,5,0.599,13.6,0.7,1.1,5.7,2.8,3.6,19.3,Emeka Okafor,emeka-okafor-1
2003-04,UConn,Big East,36,36,1166,9,15,0.599,9,15,0.599,0,0,,3.9,7.5,0.518,14.2,1.2,1.2,5,2.9,2.9,21.8,Emeka Okafor,emeka-okafor-1
Career,UConn,,103,103,3274,7.2,12.2,0.59,7.2,12.2,0.59,0,0,,3.1,5.5,0.564,13.3,1,1.1,5.4,2.5,3.3,17.4,Emeka Okafor,emeka-okafor-1
2009-10,Kentucky,SEC,37,35,1122,5.1,11.1,0.462,3.4,6.6,0.516,1.7,4.6,0.383,2.9,4.4,0.667,4.1,3.8,1.9,0.4,4,2.9,14.9,Eric Bledsoe,eric-bledsoe-1
Career,Kentucky,,37,35,1122,5.1,11.1,0.462,3.4,6.6,0.516,1.7,4.6,0.383,2.9,4.4,0.667,4.1,3.8,1.9,0.4,4,2.9,14.9,Eric Bledsoe,eric-bledsoe-1
2007-08,Indiana,Big Ten,32,32,1110,6.6,15.3,0.433,4.1,7.8,0.525,2.5,7.5,0.337,8.3,10,0.834,3.7,2.8,1.5,0.7,4.1,2.5,24.1,Eric Gordon,eric-gordon-1
Career,Indiana,,32,32,1110,6.6,15.3,0.433,4.1,7.8,0.525,2.5,7.5,0.337,8.3,10,0.834,3.7,2.8,1.5,0.7,4.1,2.5,24.1,Eric Gordon,eric-gordon-1
2005-06,VCU,CAA,29,4,455,4.3,10,0.43,4,8.7,0.465,0.3,1.3,0.2,3,3.6,0.829,3.3,5.7,1.9,0,4.2,3.5,11.9,Eric Maynor,eric-maynor-1
2006-07,VCU,CAA,35,34,1214,5.3,12.5,0.424,4.5,10.6,0.43,0.8,1.9,0.39,4.6,5.9,0.778,4.9,7.4,1.6,0.2,2.4,2.5,16,Eric Maynor,eric-maynor-1
2007-08,VCU,CAA,32,32,1115,7,15.3,0.459,5.2,10.8,0.487,1.8,4.6,0.394,4.7,6.2,0.762,4.8,6.3,1.4,0.3,3.4,2.2,20.6,Eric Maynor,eric-maynor-1
2008-09,VCU,CAA,34,34,1206,8.2,17.8,0.463,6,11.7,0.516,2.2,6.1,0.361,6.6,8.1,0.815,4,7,1.9,0.2,3.3,2.7,25.2,Eric Maynor,eric-maynor-1
Career,VCU,,130,104,3990,6.6,14.6,0.449,5.1,10.8,0.477,1.4,3.8,0.37,5,6.4,0.791,4.4,6.8,1.7,0.2,3.2,2.6,19.6,Eric Maynor,eric-maynor-1
2010-11,Oregon State,Pac-10,4,0,12,3.3,10,0.333,3.3,10,0.333,0,0,,0,10,0,16.7,3.3,6.7,10,0,3.3,6.7,Eric Moreland,eric-moreland-1
2011-12,Oregon State,Pac-12,36,17,738,3.6,7,0.512,3.5,6.8,0.516,0.1,0.2,0.333,3,6,0.495,13.3,2.2,1.5,3.7,2.8,4.9,10.2,Eric Moreland,eric-moreland-1
2012-13,Oregon State,Pac-12,29,22,889,4.7,8.2,0.574,4.5,7.4,0.604,0.3,0.9,0.316,2.5,4.5,0.566,13.8,2.1,1.2,3.3,2.9,3.1,12.2,Eric Moreland,eric-moreland-1
2013-14,Oregon State,Pac-12,20,19,588,4.5,8.8,0.508,4.4,8.7,0.508,0.1,0.1,0.5,3.1,5.5,0.556,13.9,1.9,0.9,2.7,3.1,3.3,12.1,Eric Moreland,eric-moreland-1
Career,Oregon State,,89,58,2227,4.3,8,0.535,4.1,7.6,0.546,0.1,0.4,0.333,2.8,5.3,0.531,13.7,2.1,1.3,3.3,2.9,3.8,11.5,Eric Moreland,eric-moreland-1
1990-91,Nebraska,Big 8,34,1,679,7.5,16.2,0.465,4.9,8.7,0.568,2.6,7.5,0.346,4.2,5.1,0.837,7.4,4,1.3,1.1,2.8,3.6,21.9,Eric Piatkowski,eric-piatkowski-1
1991-92,Nebraska,Big 8,29,28,873,6.6,15.5,0.426,4.4,9.3,0.48,2.2,6.2,0.346,3.6,5,0.725,8.4,4.4,1,0.8,3.4,3.3,19,Eric Piatkowski,eric-piatkowski-1
1992-93,Nebraska,Big 8,30,29,894,8,16.4,0.485,5.8,10.6,0.546,2.1,5.8,0.372,4.4,5.8,0.76,7.7,3.4,1.5,0.4,3,2.8,22.5,Eric Piatkowski,eric-piatkowski-1
1993-94,Nebraska,Big 8,30,,972,9.3,18.8,0.496,6.7,11.7,0.574,2.6,7.1,0.366,5.4,6.8,0.794,7.8,3.4,1.9,0.8,3,2.6,26.6,Eric Piatkowski,eric-piatkowski-1
Career,Nebraska,,123,58,3418,7.9,16.8,0.471,5.5,10.2,0.544,2.4,6.6,0.358,4.4,5.7,0.777,7.8,3.8,1.4,0.7,3.1,3,22.6,Eric Piatkowski,eric-piatkowski-1
1991-92,Michigan State,Big Ten,25,1,144,3.3,6.9,0.48,3.3,6.4,0.522,0,0.6,0,0.8,4.2,0.2,4.2,6.7,1.7,0,5.6,2.8,7.5,Eric Snow,eric-snow-1
1992-93,Michigan State,Big Ten,28,,798,2.7,4.9,0.546,2.7,4.6,0.576,0,0.3,0,0.8,2.8,0.268,3.7,7.3,1.4,0.3,3.5,4.1,6.1,Eric Snow,eric-snow-1
1993-94,Michigan State,Big Ten,32,,992,3.7,7.1,0.514,3.1,5.3,0.591,0.5,1.8,0.289,0.9,2,0.449,4.5,8.6,2.3,0.2,3.5,3.1,8.8,Eric Snow,eric-snow-1
1994-95,Michigan State,Big Ten,28,28,916,5.1,9.8,0.52,4.8,8.8,0.547,0.3,1,0.292,2.7,4.5,0.608,4,9.5,2.3,0.2,3.8,3.4,13.2,Eric Snow,eric-snow-1
Career,Michigan State,,113,29,2850,3.8,7.4,0.521,3.6,6.3,0.565,0.3,1.1,0.263,1.4,3.1,0.459,4.1,8.4,2,0.2,3.7,3.5,9.4,Eric Snow,eric-snow-1
1993-94,Providence,Big East,30,,781,8.5,16.7,0.508,8.5,16.5,0.516,0,0.3,0,7.1,10.7,0.66,7.7,1.9,1.8,2.7,2.7,3.5,24.1,Eric Williams,eric-williams-1
1994-95,Providence,Big East,30,,1041,7.1,17.1,0.413,6,14.1,0.422,1.1,3,0.372,5.1,7.5,0.687,7.7,2.9,2.3,0.4,3,3.7,20.4,Eric Williams,eric-williams-1
Career,Providence,,60,,1822,7.7,16.9,0.453,7,15.1,0.466,0.6,1.8,0.349,6,8.9,0.673,7.7,2.5,2.1,1.4,2.9,3.6,22,Eric Williams,eric-williams-1
1993-94,Mississippi State,SEC,29,,678,7.8,13.3,0.588,7.8,13.3,0.588,0,0,,4.6,9.4,0.491,14.8,1.4,1,3.8,4.1,4.8,20.3,Erick Dampier,erick-dampier-1
1994-95,Mississippi State,SEC,30,,853,7.2,11.2,0.64,7.2,11.2,0.64,0,0,,4.1,6.8,0.596,13.6,1.3,1.2,3.7,3.8,4.6,18.4,Erick Dampier,erick-dampier-1
1995-96,Mississippi State,SEC,34,,1112,7,12.7,0.551,7,12.7,0.551,0,0,,3.7,6.1,0.612,11.4,2.8,0.6,3.8,3.3,3.1,17.8,Erick Dampier,erick-dampier-1
Career,Mississippi State,,93,,2643,7.3,12.4,0.587,7.3,12.4,0.587,0,0,,4.1,7.2,0.566,13,1.9,0.9,3.8,3.7,4,18.6,Erick Dampier,erick-dampier-1
2009-10,Virginia Tech,ACC,34,1,423,2.7,9.4,0.293,1.7,5.6,0.305,1,3.8,0.275,1.8,2.6,0.679,2.9,2.9,1.6,0.7,2.4,3.6,8.3,Erick Green,erick-green-1
2010-11,Virginia Tech,ACC,32,26,988,5.3,12.9,0.414,4.3,8.7,0.495,1.1,4.3,0.248,3.2,4.2,0.777,3,3.5,2.3,0.4,1.5,3,15,Erick Green,erick-green-1
2011-12,Virginia Tech,ACC,31,30,1071,6.3,14.5,0.438,4.8,10.3,0.464,1.6,4.2,0.375,3.8,4.6,0.828,3.8,3.3,1.5,0.1,1.7,1.9,18,Erick Green,erick-green-1
2012-13,Virginia Tech,ACC,32,32,1166,9,18.9,0.475,6.9,13.5,0.509,2.1,5.4,0.389,7.5,9.2,0.816,4.4,4.2,1.4,0.2,2.4,1.5,27.5,Erick Green,erick-green-1
Career,Virginia Tech,,129,89,3648,6.5,14.9,0.437,5,10.3,0.48,1.5,4.5,0.338,4.6,5.7,0.804,3.6,3.6,1.7,0.3,2,2.3,19.1,Erick Green,erick-green-1
1992-93,Nebraska,Big 8,31,6,534,6.3,13.9,0.454,3.9,7.3,0.536,2.4,6.6,0.364,3.2,4.4,0.729,4.7,4.9,3.5,0.3,4.6,5.8,18.2,Erick Strickland,erick-strickland-1
1993-94,Nebraska,Big 8,30,,672,6.1,14.3,0.423,3.6,7.4,0.492,2.4,7,0.35,4.6,5.7,0.811,6.1,5.7,3.6,0.7,4.2,5.1,19.2,Erick Strickland,erick-strickland-1
1994-95,Nebraska,Big 8,31,,942,7.4,16.7,0.444,5.1,9.9,0.517,2.3,6.8,0.338,4.3,5.9,0.727,7.1,5.6,3.8,0.3,4.1,4.1,21.4,Erick Strickland,erick-strickland-1
1995-96,Nebraska,Big 8,35,,1087,6.4,14.7,0.436,4.5,9.2,0.486,1.9,5.4,0.351,4.3,5.2,0.823,6.3,4.4,2.2,0.4,3.7,3.7,19,Erick Strickland,erick-strickland-1
Career,Nebraska,,127,6,3235,6.6,15.1,0.439,4.4,8.7,0.504,2.2,6.3,0.349,4.2,5.4,0.776,6.2,5.1,3.2,0.4,4.1,4.5,19.6,Erick Strickland,erick-strickland-1
2000-01,Kentucky,SEC,33,0,427,6,10.6,0.566,5.5,8.9,0.621,0.5,1.7,0.278,3.6,5.9,0.603,8,2.4,0.9,0.7,2.9,3.6,16,Erik Daniels,erik-daniels-1
2001-02,Kentucky,SEC,30,1,392,4.7,10.2,0.46,4.4,8.3,0.531,0.3,1.9,0.158,1.7,3.2,0.548,8.8,3.7,1.4,0.3,1.9,4.5,11.4,Erik Daniels,erik-daniels-1
2002-03,Kentucky,SEC,32,28,821,6.6,11.7,0.567,6.4,11.1,0.581,0.2,0.6,0.308,1.4,2.2,0.63,7.6,3.5,1.6,0.7,2.4,3,14.9,Erik Daniels,erik-daniels-1
2003-04,Kentucky,SEC,32,32,959,8.4,14.4,0.581,8.1,13.5,0.601,0.3,1,0.304,2.3,3.7,0.629,8.1,3.8,1.4,0.6,2.8,3.9,19.4,Erik Daniels,erik-daniels-1
Career,Kentucky,,127,61,2599,6.9,12.3,0.559,6.6,11.2,0.59,0.3,1.1,0.26,2.2,3.5,0.611,8,3.4,1.4,0.6,2.5,3.6,16.2,Erik Daniels,erik-daniels-1
2012-13,Murray State,OVC,24,0,203,3,8.7,0.341,2.6,6.1,0.419,0.4,2.6,0.154,1.2,1.2,1,8.9,0.8,1.2,0.2,3,5.3,7.5,Erik McCree,erik-mccree-1
2014-15,Louisiana Tech,CUSA,36,36,878,6.8,14.4,0.473,5.3,9.7,0.545,1.5,4.7,0.327,3.4,4.8,0.708,9.2,1,1.2,0.7,2.5,3.1,18.6,Erik McCree,erik-mccree-1
2015-16,Louisiana Tech,CUSA,30,29,955,6.9,15.6,0.442,4.9,9.8,0.498,2,5.8,0.348,4.5,6.3,0.715,9.3,1.6,0.8,0.7,3.1,2.8,20.4,Erik McCree,erik-mccree-1
2016-17,Louisiana Tech,CUSA,33,33,1046,7.7,16.2,0.476,5.7,10.5,0.538,2.1,5.7,0.362,4.9,6.3,0.77,11.3,1.7,0.6,0.6,3.2,2,22.4,Erik McCree,erik-mccree-1
Career,Overall,,123,98,3082,6.9,15,0.459,5.1,9.8,0.523,1.8,5.2,0.342,4.1,5.6,0.738,9.9,1.4,0.9,0.6,3,2.8,19.7,Erik McCree,erik-mccree-1
2009-10,Florida,SEC,33,0,299,6.4,10.7,0.6,6.4,10.7,0.6,0,0,,2.5,4,0.633,10.6,1.1,1.6,1.1,2.7,6.8,15.4,Erik Murphy,erik-murphy-1
2010-11,Florida,SEC,33,1,355,6.1,11.8,0.514,4.7,8.5,0.56,1.4,3.4,0.4,2.4,3.2,0.75,8.5,0.9,0.6,1.7,2.7,6.2,15.9,Erik Murphy,erik-murphy-1
2011-12,Florida,SEC,34,32,882,5.9,12.2,0.485,3.3,5.9,0.554,2.7,6.3,0.421,1.6,2,0.814,7,1.3,0.8,1.7,2,4.1,16.1,Erik Murphy,erik-murphy-1
2012-13,Florida,SEC,36,34,952,6.9,13.4,0.516,3.9,6.7,0.579,3,6.7,0.453,1.7,2.1,0.784,8.4,2.1,1,1.1,2.1,4.2,18.5,Erik Murphy,erik-murphy-1
Career,Florida,,136,67,2488,6.4,12.4,0.514,4.1,7.1,0.572,2.3,5.3,0.435,1.8,2.4,0.757,8.2,1.5,0.9,1.4,2.2,4.8,16.9,Erik Murphy,erik-murphy-1
1989-90,New Orleans,ASC,32,,757,4.4,7.7,0.579,4.4,7.7,0.579,0,0,,1.7,3,0.561,11.5,1.5,1.5,3.3,2.1,4.8,10.6,Ervin Johnson,ervin-johnson-1
1990-91,New Orleans,ASC,30,,899,7.2,12.6,0.572,7.2,12.6,0.572,0,0,,2.6,4.8,0.537,16.3,1.5,1,3.3,2.7,4,17,Ervin Johnson,ervin-johnson-1
1991-92,New Orleans,Sun Belt,32,32,1073,6.9,11.8,0.584,6.9,11.8,0.584,0,0,,4.5,6.4,0.713,13.3,2.1,1.2,3,2.9,4.1,18.3,Ervin Johnson,ervin-johnson-1
1992-93,New Orleans,Sun Belt,29,,965,8.6,13.9,0.619,8.6,13.9,0.619,0,0,,4.9,7.3,0.674,14.3,0.7,1.1,3.2,3.1,3.6,22.1,Ervin Johnson,ervin-johnson-1
Career,New Orleans,,123,32,3694,6.9,11.7,0.591,6.9,11.7,0.591,0,0,,3.6,5.5,0.646,13.9,1.5,1.2,3.2,2.7,4.1,17.4,Ervin Johnson,ervin-johnson-1
1996-97,Syracuse,Big East,25,,408,5.4,10.1,0.534,5.4,10.1,0.534,0,0,,3.2,7,0.465,10.3,0.3,0.9,4.7,3.2,5.7,14,Etan Thomas,etan-thomas-1
1997-98,Syracuse,Big East,35,,,,,0.61,,,0.61,,,,,,0.612,,,,,,,,Etan Thomas,etan-thomas-1
1998-99,Syracuse,Big East,33,,913,6.5,10.5,0.617,6.5,10.5,0.617,0,0,,4.8,8.3,0.574,10.6,0.7,1.2,5.7,2.5,4,17.7,Etan Thomas,etan-thomas-1
1999-00,Syracuse,Big East,29,,940,6.3,10.5,0.602,6.3,10.5,0.602,0,0,,4.2,6.2,0.678,11.4,0.7,0.9,4.6,2.5,3.9,16.8,Etan Thomas,etan-thomas-1
Career,Syracuse,,122,,2261,8.8,14.6,0.6,8.8,14.6,0.6,0,0,,6.2,10.3,0.598,15,0.9,1.5,7.5,2.6,4.3,23.7,Etan Thomas,etan-thomas-1
2002-03,Portland,WCC,28,8,628,5,11.7,0.424,3.7,6.9,0.532,1.3,4.8,0.267,4.8,6.2,0.773,3.9,4.5,2.4,0,3.6,3.2,16,Eugene Jeter,pooh-jeter-1
2003-04,Portland,WCC,28,26,937,6.5,15.8,0.412,3.6,9.2,0.389,2.9,6.5,0.444,3.9,4.5,0.868,3.3,3.8,1.7,0,3.2,1.9,19.8,Eugene Jeter,pooh-jeter-1
2004-05,Portland,WCC,30,30,1005,5.9,13.8,0.424,3.7,7.8,0.472,2.2,6,0.362,4.3,5,0.857,3.4,3.9,2,0,3.4,2.1,18.2,Eugene Jeter,pooh-jeter-1
2005-06,Portland,WCC,29,29,1045,6.6,15.7,0.423,4.4,9.7,0.458,2.2,6,0.365,5.1,5.9,0.869,3.9,3.3,1.3,0,2.8,2.1,20.5,Eugene Jeter,pooh-jeter-1
Career,Portland,,115,93,3615,6.1,14.5,0.42,3.9,8.6,0.453,2.2,5.9,0.373,4.5,5.3,0.846,3.6,3.8,1.8,0,3.2,2.2,18.9,Eugene Jeter,pooh-jeter-1
2007-08,Ohio State,Big Ten,37,30,1004,4.3,9.2,0.47,3.4,6.5,0.528,0.9,2.7,0.333,2.9,4.1,0.699,6.5,3.9,1.9,0.8,3.9,3.6,12.5,Evan Turner,evan-turner-1
2008-09,Ohio State,Big Ten,33,33,1202,6.4,12.8,0.503,6.1,11.9,0.507,0.4,0.8,0.44,5.8,7.4,0.788,7.8,4.4,1.9,0.9,3.9,3.2,19,Evan Turner,evan-turner-1
2009-10,Ohio State,Big Ten,31,31,1108,8.6,16.5,0.519,7.8,14.5,0.54,0.7,2,0.364,5,6.6,0.754,10.3,6.7,1.9,1,4.9,3.1,22.8,Evan Turner,evan-turner-1
Career,Ohio State,,101,94,3314,6.5,13,0.502,5.9,11.2,0.525,0.7,1.8,0.362,4.6,6.1,0.758,8.2,5,1.9,0.9,4.2,3.3,18.3,Evan Turner,evan-turner-1
2010-11,Syracuse,Big East,33,24,327,4.2,6.9,0.607,4.2,6.9,0.607,0,0,,1.1,3.1,0.36,7.8,1,1.2,3.1,3.1,7.3,9.4,Fab Melo,fab-melo-1
2011-12,Syracuse,Big East,30,30,763,5.1,9.1,0.566,5.1,9.1,0.566,0,0,,2,3.1,0.633,9.2,1.1,0.8,4.6,2.3,4.5,12.3,Fab Melo,fab-melo-1
Career,Syracuse,,63,54,1090,4.8,8.4,0.576,4.8,8.4,0.576,0,0,,1.7,3.1,0.553,8.8,1.1,0.9,4.1,2.5,5.3,11.4,Fab Melo,fab-melo-1
2008-09,Vanderbilt,SEC,29,6,360,4.6,8.3,0.547,4.6,8.3,0.547,0,0,,3.1,6.1,0.509,8.2,0.1,0.4,2.4,4.8,6.4,12.2,Festus Ezeli,festus-ezeli-1
2009-10,Vanderbilt,SEC,32,5,406,4.8,8.9,0.544,4.8,8.9,0.544,0,0,,2.2,5.8,0.373,10,0.3,0.6,4.2,3.3,6.9,11.8,Festus Ezeli,festus-ezeli-1
2010-11,Vanderbilt,SEC,34,34,799,7.6,12.9,0.588,7.6,12.9,0.588,0,0,,7,10.8,0.648,10.7,0.3,1,4.4,3,5.2,22.1,Festus Ezeli,festus-ezeli-1
2011-12,Vanderbilt,SEC,26,22,603,5.9,10.9,0.539,5.9,10.9,0.539,0,0,,5.6,9.2,0.604,10.2,0.5,0.7,3.4,3.8,5.4,17.4,Festus Ezeli,festus-ezeli-1
Career,Vanderbilt,,121,67,2168,6.1,10.8,0.562,6.1,10.8,0.562,0,0,,5.1,8.7,0.584,10,0.3,0.8,3.8,3.6,5.8,17.2,Festus Ezeli,festus-ezeli-1
1997-98,California,Pac-10,26,,,,,0.431,,,0.431,,,,,,0.612,,,,,,,,Francisco Elson,francisco-elson-1
1998-99,California,Pac-10,32,,632,5.1,9.9,0.513,5.1,9.9,0.513,0,0,,1.3,3.2,0.412,10.3,1,1.6,2.7,2.3,5.3,11.5,Francisco Elson,francisco-elson-1
Career,California,,58,,632,8.4,17.7,0.477,8.4,17.7,0.477,0,0,,3.2,6.3,0.51,18.2,1.9,2.8,4.2,2.3,5.3,20.1,Francisco Elson,francisco-elson-1
2002-03,Louisville,CUSA,32,15,696,7.2,14.8,0.488,4,7.1,0.556,3.3,7.7,0.425,2.8,3.2,0.891,5.4,3.9,1.6,2.3,2.9,4.3,20.6,Francisco Garcia,francisco-garcia-1
2003-04,Louisville,CUSA,28,27,850,7,16.2,0.432,4.6,8.7,0.524,2.4,7.5,0.325,5.2,6.5,0.797,6,6.2,2.4,1.8,3.7,3.6,21.6,Francisco Garcia,francisco-garcia-1
2004-05,Louisville,CUSA,38,38,1211,6.2,14.1,0.437,3.8,7.7,0.496,2.3,6.4,0.366,5,5.6,0.877,5.2,4.9,2.1,1.8,3.4,3.6,19.7,Francisco Garcia,francisco-garcia-1
